"sample","easting","northing","altitude","mintemp","precipitation","distwater","aspect","slope","distfarm","distpoul","density","vegtype","dist_urb","year","island","age","malaria","lk6","lk5","kys9","ps1530","x5239s1","x7259s1","tlr4_1","tlr4_2","tlr4_3","tlr4_4","x5239s1_a","x5239s1_t","x7259s1_a","x7259s1_t","tlr4_1_a","tlr4_1_g","tlr4_2_a","tlr4_2_g","tlr4_3_c","tlr4_3_t","tlr4_4_a","tlr4_4_c","tlr4_prot_1","tlr4_prot_2","tlr4_prot_3","tlr4_prot_4","x5239s1_t_2","x7259s1_a_2","tlr4_1_g_2","tlr4_2_a_2","tlr4_3_c_2","tlr4_4_c_2","x5239s1_het","x7259s1_het","tlr4_1_het","tlr4_2_het","tlr4_3_het","tlr4_4_het","tlr4_het","distwater_cat","disturb_cat","distfarm_cat","distpoul_cat"
1171,333797,3100910,49,14,271,499.191162,"SE",1.838,2311.405849,2311.405849,0.458,"Shrub",202.362134,2011,"TF","adult","N","N","N","N","N","TT","TT","AA","GG","CC","CC",0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","median far","far","median far"
1172,333400,3100370,37,14.2,269,618.841218,"W",2.618,2472.351512,2472.351512,0.305,"Shrub",376.173332,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","TT","AC",1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,"homozygous","heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","median far","far","far","median far"
1173,332954,3099709,14,14.2,263,249.477649,"SW",0.719,2837.180466,2837.180466,0.407,"Shrub",223.942408,2011,"TF","adult","Y","Y","N","N","N","TT","AT","AA","GG","CC","CC",0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,2,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median far","far","median far"
1174,333090,3101275,81,14,271,763.961777,"S",16.008,2149.408523,3106.212645,0.356,"Shrub",287.704865,2011,"TF","adult","Y","Y","N","N","N","AT","AT","AA","GG","CC","CC",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,2,2,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","far","far","median far"
1175,333814,3101211,43,14,271,200.402573,"S",3.666,2139.824759,2463.621115,0.458,"Shrub",134.648577,2011,"TF","adult","N","N","N","N","N","AT","TT","AA","GG","CC","CC",1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,2,2,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median far","far","median far"
1176,335450,3101840,49,14,272,322.851554,"SW",1.479,910.670632,1602.061172,0.407,"Urban",42.400688,2011,"TF","adult","Y","Y","N","N","N","AA","TT","AA","GG","CC","CC",1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","close","median far","median close"
1177,338679,3099809,27,14.3,265,713.614572,"SW",2.618,1156.868618,2888.800443,0.203,"Shrub",163.205725,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","median far","median far"
1178,338230,3100132,26,14.3,265,489.653194,"W",2.258,653.701001,2470.142101,0.203,"Shrub",238.253988,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","median close","median far"
1179,338240,3100145,26,14.3,265,489.653194,"W",2.258,653.701001,2470.142101,0.203,"Shrub",238.253988,2011,"TF","adult","N","N","N","N","N","AT","AT","AA","GG","CT","AC",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,"heterozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","median close","median far"
1180,328699,3112226,219,13.4,330,366.656271,"SW",2.158,730.310892,1506.478011,0.865,"Shrub",62.760042,2011,"TF","adult","Y","Y","N","N","N","AA","TT","AA","GG","CT","CC",1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,2,"homozygous","homozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","median far","median close","median far","median close"
1181,328710,3112246,219,13.4,330,366.656271,"SW",2.158,730.310892,1506.478011,0.865,"Shrub",62.760042,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","CC",1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,2,"homozygous","homozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","median far","median close","median far","median close"
1182,325835,3113337,112,13.8,302.4542,105.105866,"SW",4.482,1700.04147,4569.510367,0.763,"Grass",1.860505,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","close","far","far"
1183,320875,3120408,30,13.9,300.5983,383.885782,"NW",2.952,890.261197,10576.84887,0.56,"Shrub",98.318806,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","CT","AC",1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median close","median far","far"
1184,323644,3115931,64,13.6,316,37.131325,"NW",8.582,1247.570438,6815.00066,0.356,"Shrub",80.153873,2011,"TF","adult","N","N","N","N","N","AT","AT","AA","GG","CT","CC",1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,2,"heterozygous","heterozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","close","median close","far","far"
1185,335315,3104858,151,13.2,298,796.438871,"SE",6.461,1165.242034,1441.66605,0.356,"Shrub",273.723309,2011,"TF","adult","N","N","N","N","N","AT","AT","AA","GG","CT","AC",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,"heterozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","far","median far","median far","median close"
1186,334055,3104906,159,12.41,293.1353,640.279474,"NE",8.728,1648.362217,1648.362217,0.509,"Urban",157.071041,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","far","median close"
1187,334458,3106465,271,12.31,339,1.802427,"S",5.073,478.167334,478.167334,0.916,"Shrub",96.632634,2011,"TF","adult","Y","Y","N","N","N","AT","AT","AA","GG","CC","CC",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,2,2,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median close","median close","close"
1188,336087,3107715,361,12.29,344,186.469595,"S",4.018,670.964976,858.058273,0.509,"Urban",60.870511,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CC","CC",1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median close","median close","close"
1189,336107,3107735,361,12.29,344,186.469595,"S",4.018,670.964976,858.058273,0.509,"Urban",60.870511,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","CC",1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,2,"homozygous","heterozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","median close","median close","median close","close"
1190,337037,3107520,335,12.2,351,33.539295,"S",4.205,413.63994,413.63994,0.407,"Urban",54.216251,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median close","close","close"
1191,338530,3107526,475,11.6,380,408.01237,"W",21.974,1080.389281,1080.389281,0.509,"Shrub",265.314062,2011,"TF","adult","Y","Y","N","N","N","AT","TT","AA","GG","CT","AC",1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,"heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","median far","median close"
1192,341565,3109871,665,10.6,400.4049,141.514081,"SE",10.35,677.586894,792.80893,0.305,"Shrub",49.676685,2011,"TF","adult","Y","Y","N","N","N","AT","AT","AA","GG","CT","AC",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,"heterozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","median close","median close","close"
1193,340402,3111798,974,8.8,470.1238,114.077965,"S",4.42,956.732982,2663.186061,0.101,"Urban",172.412146,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","CT","CC",1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,2,"homozygous","heterozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","median close","median far","median far","median far"
1194,346290,3112495,582,10.6,391.0568,97.099502,"E",11.99,840.43917,1287.4199,0.356,"Shrub",155.185034,2011,"TF","adult","Y","Y","N","N","N","AT","TT","AA","GG","CC","CC",1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,2,2,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median far","median far","median close"
1195,347413,3110013,357,12.3,350,100.727243,"SE",3.167,598.681885,748.305418,0.865,"Urban",14.742655,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","close","median close","close"
1196,348218,3110061,329,12.66,341,108.917727,"SE",6.412,563.184694,690.057968,0.662,"Shrub",75.423855,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","median close","median close","close"
1197,348696,3111197,388,12.2,347,180.062209,"SE",2.626,835.002395,1031.790676,0.763,"Shrub",163.638549,2011,"TF","adult","Y","Y","N","N","N","AA","TT","AA","GG","TT","AA",1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median far","median far","median close"
1198,349909,3113815,471,11.2,376,366.333278,"E",5.943,781.839497,1022.869004,0.407,"Shrub",221.578751,2011,"TF","adult","Y","Y","N","N","N","AT","TT","AA","GG","CT","AC",1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,"heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","median far","median close"
1199,351605,3115436,502,11.09,374.1694,258.078484,"S",5.147,983.671184,2347.725707,0.458,"Shrub",133.930838,2011,"TF","adult","Y","Y","N","N","N","AA","AA","AA","GG","CT","AC",1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","median far","median far"
1200,351625,3115447,502,11.09,374.1694,258.078484,"S",5.147,983.671184,2347.725707,0.458,"Shrub",133.930838,2011,"TF","adult","N","N","N","N","N","AT","AT","AA","GG","CC","CC",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,2,2,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","median far","median far","median far"
1201,359046,3116896,64,14.1,256,193.285291,"SW",5.74,732.800109,1391.685668,0.458,"Shrub",94.796804,2011,"TF","adult","N","N","N","N","N","AT","TT","AA","GG","CT","CC",1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,2,"heterozygous","homozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","median close","median close","median far","median close"
1202,357748,3117965,170,13.2,290,168.990569,"SW",7.549,351.863609,351.863609,0.56,"Shrub",47.820826,2011,"TF","adult","N","N","N","N","N","AT","AA","AA","GG","TT","AC",1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,2,0,0,0,1,"heterozygous","homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","median close","median close","close","close"
1203,355570,3119850,394,12.3,335.7727,262.730971,"SE",9.663,601.47901,2699.458093,0.458,"Shrub",3.149718,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","CT","AC",1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","close","median close","median far"
1204,356736,3121658,458,11.5,360,84.675535,"SE",8.815,1015.429958,2739.403219,0.509,"Urban",4.728149,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","close","median far","median far"
1205,357541,3121658,345,12.1,324,139.193267,"E",5.798,728.829884,3403.086393,0.662,"Urban",107.989356,2011,"TF","adult","N","N","N","N","N","TT","AT","AA","GG","CT","AC",0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,2,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","median close","median far","median far"
1206,359306,3125891,477,11.6,390,59.336204,"SE",7.25,344.383507,1488.005376,0.56,"Shrub",111.057714,2011,"TF","adult","N","N","N","N","N","AT","AA","AA","GG","TT","AC",1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,2,0,0,0,1,"heterozygous","homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","close","median far","close","median close"
1207,362480,3133819,247,12.8,320,31.25139,"SE",4.996,719.408785,1106.837838,0.763,"Urban",25.929409,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","CC",1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,2,"homozygous","homozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","close","close","median close","median close"
1208,362500,3133827,247,12.8,320,31.25139,"SE",4.996,719.408785,1106.837838,0.763,"Urban",25.929409,2011,"TF","adult","N","N","N","N","N","AT","AA","AA","GG","CC","CC",1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,2,0,0,2,2,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","close","median close","median close"
1209,359682,3120429,91,14.15,260.9767,30.559943,"E",4.453,1085.287519,2974.164084,0.763,"Shrub",65.754963,2011,"TF","adult","N","N","N","N","N","AT","AT","AA","GG","CC","CC",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,2,2,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median close","median far","median far"
1210,358680,3121489,215,13.5,297,88.118616,"SE",6.397,535.142971,3556.160851,0.916,"Shrub",123.869229,2011,"TF","adult","Y","Y","N","N","N","AT","AA","AA","GG","CC","CC",1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,2,0,0,2,2,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median far","median close","far"
1211,337547,3105716,267,12.5,329,288.345402,"NW",2.051,619.000807,959.056307,0.458,"Urban",93.182946,2011,"TF","adult","Y","Y","N","N","N","AA",NA,"AA","GG","CT",NA,1,0,NA,NA,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,NA,"homozygous",NA,"homozygous","homozygous","heterozygous",NA,NA,"median far","median close","median close","median close"
1212,344449,3109678,531,11,395,64.185795,"S",2.645,775.800232,2110.890807,0.458,"Shrub",36.790216,2011,"TF","adult","Y","Y","N","N","N","AT","AT","AA","GG","CT","AC",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,"heterozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","close","median far","median far"
1213,348625,3106576,158,13.5,286,525.353847,"S",3.879,1557.216105,1557.216105,0.254,"Shrub",176.481329,2011,"TF","adult","N","N","N","N","N","AT","AT","AA","GG","CC","CC",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,2,2,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","median far","far","median close"
1214,353181,3110340,99,13.92,268,159.479821,"SE",3.234,587.799285,2797.796275,0.56,"Urban",68.446941,2011,"TF","adult","Y","Y","N","N","N","TT","TT","AA","GG","CC","CC",0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median close","median close","median far"
1215,330416,3111372,210,12.75,327,285.157962,"SE",18.068,205.800874,417.124681,0.509,"Shrub",96.550745,2011,"TF","adult","Y","N","Y","N","N","TT","TT","AA","GG","CC","CC",0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","median close","close","close"
1216,329603,3112238,249,13.3,339,215.496229,"SW",5.453,349.292141,847.171765,0.713,"Urban",25.17966,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","TT","AA",1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","close","close","close"
1217,327908,3114480,413,12.3,373,179.668096,"SW",12.917,679.850718,2936.276042,0.763,"Shrub",19.825488,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","close","median close","median far"
1218,328831,3115055,665,11.6,440,92.853736,"SW",12.424,717.396682,1850.141886,0.458,"Shrub",40.108,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT",NA,1,0,1,1,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,0,1,0,0,1,NA,"homozygous","heterozygous","homozygous","homozygous","heterozygous",NA,NA,"close","close","median close","median far"
1219,328851,3115078,665,11.6,440,92.853736,"SW",12.424,717.396682,1850.141886,0.458,"Shrub",40.108,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","close","median close","median far"
1220,326960,3115310,391,12.71,385,166.827006,"SW",9.664,632.661837,3554.205537,0.916,"Shrub",57.826486,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","median close","median close","far"
1221,324685,3116834,201,12.9,349,3.928862,"SW",4.82,485.050512,5843.721074,0.611,"Shrub",16.557216,2011,"TF","adult","N","N","N","N","N","AT","AA","AA","GG","CT","AC",1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,2,0,0,1,1,"heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","close","median close","far"
1222,326674,3115360,357,12.48,379.8805,235.858904,"SW",13.182,490.731087,3828.276505,0.967,"Shrub",4.531401,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","close","median close","far"
1223,324903,3115605,213,13.6,331.5902,142.321159,"SW",7.968,1489.26324,5565.732386,0.865,"Shrub",55.607107,2011,"TF","adult","Y","Y","N","N","N","AT","TT","AA","GG","CT","CC",1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,2,"heterozygous","homozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","median close","median close","far","far"
1224,323374,3119875,193,13.1,339.8694,173.221025,"SW",8.581,1247.14113,8107.324219,0.713,"Shrub",63.001028,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CC","CC",1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median close","far","far"
1225,322018,3126636,676,11.3,457,97.758995,"SW",9.663,850.889534,13630.23422,0.458,"Shrub",87.606684,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT",NA,1,0,1,1,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,0,1,0,0,1,NA,"homozygous","heterozygous","homozygous","homozygous","heterozygous",NA,NA,"close","median close","median far","far"
1226,334622,3104271,134,13.7,285.3135,604.775281,"NE",6.968,1257.478826,1257.478826,0.509,"Shrub",88.61685,2011,"TF","adult","Y","Y","N","N","N","TT","AT","AA","GG","CC","CC",0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,2,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","median close","far","median close"
